0.05 0.05 3.61541
0.05 0.08 2.63034
0.05 0.11 2.30016
0.05 0.14 2.04888
0.05 0.17 1.79294
0.05 0.2 1.58968
0.05 0.23 1.47421
0.05 0.26 1.41906
0.05 0.29 1.37349
0.05 0.32 1.30548
0.05 0.35 1.2127
0.05 0.38 1.11062
0.05 0.41 1.01482
0.05 0.44 0.929394
0.05 0.47 0.846123
0.05 0.5 0.752582
0.05 0.53 0.642829
0.05 0.56 0.52336
0.05 0.59 0.411191
0.05 0.62 0.326124
0.05 0.65 0.28164
0.05 0.68 0.277673
0.05 0.71 0.297187
0.05 0.74 0.309548
0.05 0.77 0.284416
0.05 0.8 0.21302
0.05 0.83 0.11982
0.05 0.86 0.0452966
0.05 0.89 0.00976406
0.05 0.92 0.000995995
0.05 0.95 4.26349e-05
0.08 0.05 3.1534
0.08 0.08 2.65114
0.08 0.11 2.4088
0.08 0.14 2.21774
0.08 0.17 2.05712
0.08 0.2 1.87095
0.08 0.23 1.6716
0.08 0.26 1.48987
0.08 0.29 1.33197
0.08 0.32 1.19113
0.08 0.35 1.06781
0.08 0.38 0.9715
0.08 0.41 0.909001
0.08 0.44 0.873948
0.08 0.47 0.847007
0.08 0.5 0.806002
0.08 0.53 0.737904
0.08 0.56 0.64464
0.08 0.59 0.540401
0.08 0.62 0.443893
0.08 0.65 0.370366
0.08 0.68 0.325789
0.08 0.71 0.303535
0.08 0.74 0.285308
0.08 0.77 0.24983
0.08 0.8 0.18846
0.08 0.83 0.115539
0.08 0.86 0.0571779
0.08 0.89 0.0244576
0.08 0.92 0.00782819
0.08 0.95 0.000815788
0.11 0.05 3.21999
0.11 0.08 2.96347
0.11 0.11 2.4586
0.11 0.14 2.14399
0.11 0.17 1.99256
0.11 0.2 1.83903
0.11 0.23 1.65561
0.11 0.26 1.47924
0.11 0.29 1.32815
0.11 0.32 1.19731
0.11 0.35 1.08102
0.11 0.38 0.982683
0.11 0.41 0.908591
0.11 0.44 0.858075
0.11 0.47 0.820496
0.11 0.5 0.78047
0.11 0.53 0.726041
0.11 0.56 0.653902
0.11 0.59 0.569499
0.11 0.62 0.483542
0.11 0.65 0.407211
0.11 0.68 0.347308
0.11 0.71 0.302567
0.11 0.74 0.26389
0.11 0.77 0.221074
0.11 0.8 0.173085
0.11 0.83 0.130622
0.11 0.86 0.101035
0.11 0.89 0.0711317
0.11 0.92 0.0296266
0.11 0.95 0.00344231
0.14 0.05 3.25127
0.14 0.08 3.00049
0.14 0.11 2.31471
0.14 0.14 1.94807
0.14 0.17 1.8276
0.14 0.2 1.73499
0.14 0.23 1.61904
0.14 0.26 1.50227
